Year,Faculty,Department,Module,CalGroup,Activity,Group,Day,Period,Building,BuildingName,Room,Alloc,Capacity,Max,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2014,SCI,BIOTECHNOLOGY,BTN312,SEM 2,Practical,1,TUE,5,29,LIFE SCIENCE BUILDING,B1,0,110,110,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2014,SCI,BIOTECHNOLOGY,BTN312,SEM 2,Practical,1,TUE,6,29,LIFE SCIENCE BUILDING,B1,0,110,110,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2014,SCI,BIOTECHNOLOGY,BTN315,SEM 2,Lecture,1,MON,4,29,LIFE SCIENCE BUILDING,SEM 1D,0,24,24,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2014,SCI,BIOTECHNOLOGY,BTN315,SEM 2,Lecture,1,TUE,1,29,LIFE SCIENCE BUILDING,SEM 1F,0,30,24,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2014,SCI,BIOTECHNOLOGY,BTN315,SEM 2,Lecture,1,WED,2,29,LIFE SCIENCE BUILDING,SEM 1A,0,30,24,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2014,SCI,BIOTECHNOLOGY,BTN315,SEM 2,Practical,1,WED,3,29,LIFE SCIENCE BUILDING,B1,0,110,110,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2014,SCI,BIOTECHNOLOGY,BTN315,SEM 2,Practical,1,WED,4,29,LIFE SCIENCE BUILDING,B1,0,110,110,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2014,SCI,BIOTECHNOLOGY,BTN315,SEM 2,Practical,1,WED,5,29,LIFE SCIENCE BUILDING,B1,0,110,110,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2014,SCI,BIOTECHNOLOGY,BTN315,SEM 2,Practical,1,WED,6,29,LIFE SCIENCE BUILDING,B1,0,110,110,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2014,SCI,BIOTECHNOLOGY,BTN315,SEM 2,Practical,1,WED,7,29,LIFE SCIENCE BUILDING,B1,0,110,110,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2014,SCI,BIOTECHNOLOGY,BTN316,SEM 1,Lecture,1,TUE,2,17,DENTISTRY PRE-CLINICAL,T5C,0,60,60,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2014,SCI,BIOTECHNOLOGY,BTN316,SEM 1,Lecture,1,THU,3,17,DENTISTRY PRE-CLINICAL,D3,0,70,60,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2014,SCI,BIOTECHNOLOGY,BTN316,SEM 1,Lecture,1,THU,4,17,DENTISTRY PRE-CLINICAL,C2,0,220,60,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2014,SCI,BIOTECHNOLOGY,BTN316,SEM 1,Lecture,1,FRI,1,14,EDUCATION & A BLOCK,A2,0,224,60,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2014,SCI,BIOTECHNOLOGY,BTN316,SEM 1,Practical,1,TUE,3,29,LIFE SCIENCE BUILDING,B1,0,110,110,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2014,SCI,BIOTECHNOLOGY,BTN316,SEM 1,Practical,1,TUE,4,29,LIFE SCIENCE BUILDING,B1,0,110,110,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2014,SCI,BIOTECHNOLOGY,BTN316,SEM 1,Practical,1,TUE,5,29,LIFE SCIENCE BUILDING,B1,0,110,110,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2014,SCI,BIOTECHNOLOGY,BTN316,SEM 1,Practical,1,TUE,6,29,LIFE SCIENCE BUILDING,B1,0,110,110,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2014,SCI,BIOTECHNOLOGY,BTN322,SEM 1,Lecture,1,MON,4,12,NEW SCIENCE,SC1,0,200,150,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2014,SCI,BIOTECHNOLOGY,BTN322,SEM 1,Lecture,1,TUE,1,12,NEW SCIENCE,SC4,0,150,150,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2014,SCI,BIOTECHNOLOGY,BTN322,SEM 1,Lecture,1,WED,2,12,NEW SCIENCE,SC4,0,150,150,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2014,SCI,BIOTECHNOLOGY,BTN322,SEM 1,Lecture,1,WED,3,12,NEW SCIENCE,SC5,0,200,150,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2014,SCI,BIOTECHNOLOGY,BTN322,SEM 1,Practical,1,WED,4,29,LIFE SCIENCE BUILDING,B1,0,110,110,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2014,SCI,BIOTECHNOLOGY,BTN322,SEM 1,Practical,1,WED,5,29,LIFE SCIENCE BUILDING,B1,0,110,110,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2014,SCI,BIOTECHNOLOGY,BTN322,SEM 1,Practical,1,WED,6,29,LIFE SCIENCE BUILDING,B1,0,110,110,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2014,SCI,BIOTECHNOLOGY,BTN322,SEM 1,Practical,1,WED,7,29,LIFE SCIENCE BUILDING,B1,0,110,110,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2014,SCI,STATISTICS,BUS131,SEM 1,Lecture,1,WED,8,12,NEW SCIENCE,SC2,0,150,150,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2014,SCI,STATISTICS,BUS131,SEM 1,Lecture,1,WED,9,12,NEW SCIENCE,SC2,0,150,150,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2014,SCI,STATISTICS,BUS131,SEM 1,Tutorial,1,WED,10,12,NEW SCIENCE,SC4,0,150,150,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2014,SCI,STATISTICS,BUS131,SEM 1,Tutorial,2,WED,10,12,NEW SCIENCE,SC2,0,150,150,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2014,SCI,STATISTICS,BUS132,SEM 2,Lecture,1,MON,1,6,LECTURE HALLS B,B1,0,248,224,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2014,SCI,STATISTICS,BUS132,SEM 2,Lecture,1,TUE,6,6,LECTURE HALLS B,B1,0,248,224,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2014,SCI,STATISTICS,BUS132,SEM 2,Lecture,1,WED,4,6,LECTURE HALLS B,B1,0,248,224,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2014,SCI,STATISTICS,BUS132,SEM 2,Lecture,1,WED,5,14,EDUCATION & A BLOCK,A2,0,224,224,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2014,SCI,STATISTICS,BUS132,SEM 2,Lecture,2,WED,1,11,LECTURE HALLS GH,GH1,0,350,216,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2014,SCI,STATISTICS,BUS132,SEM 2,Lecture,2,WED,3,6,LECTURE HALLS B,B2,0,248,216,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2014,SCI,STATISTICS,BUS132,SEM 2,Lecture,2,THU,1,13,SOCIAL SCIENCES,S1,0,350,216,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2014,SCI,STATISTICS,BUS132,SEM 2,Lecture,2,THU,3,11,LECTURE HALLS GH,GH1,0,350,216,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2014,SCI,STATISTICS,BUS132,SEM 2,Lecture,3,WED,2,7,LECTURE HALLS C,C5,0,180,165,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2014,SCI,STATISTICS,BUS132,SEM 2,Lecture,3,THU,5,7,LECTURE HALLS C,C5,0,180,165,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2014,SCI,STATISTICS,BUS132,SEM 2,Lecture,3,FRI,1,7,LECTURE HALLS C,C5,0,180,165,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2014,SCI,STATISTICS,BUS132,SEM 2,Lecture,3,FRI,3,11,LECTURE HALLS GH,GH3,0,165,165,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2014,SCI,STATISTICS,BUS132,SEM 2,Lecture,4,MON,2,14,EDUCATION & A BLOCK,A4,0,114,114,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2014,SCI,STATISTICS,BUS132,SEM 2,Lecture,4,TUE,5,8,LECTURE HALLS D,DL2,0,120,114,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2014,SCI,STATISTICS,BUS132,SEM 2,Lecture,4,WED,6,10,LECTURE HALLS NEW SCIENCE,SC7,0,130,114,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2014,SCI,STATISTICS,BUS132,SEM 2,Lecture,4,THU,2,14,EDUCATION & A BLOCK,A4,0,114,114,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
